Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Colombia,COL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2213.222826,2260.898574,2313.92999,2310.702421,2390.562728,2390.25437,2443.787132,2472.247399,2556.427045,2648.892041,2759.926956,2852.950798,3000.892655,3131.387758,3238.23316,3237.612602,3317.667117,3377.693133,3581.030015,3688.701474,3753.435203,3752.069834,3702.688348,3677.739524,3718.096389,3751.149675,3887.654235,4013.528484,4093.992459,4152.192732,4319.930368,4336.662602,4472.686191,4497.982257,4679.241688,4841.367043,4862.06796,4951.246327,4904.748097,4629.497944,4764.167657,4774.975518,4825.831907,4945.957876,5139.976528,5312.082251,5596.734635,5910.292268,6048.094416,6078.31534,6250.654926,6592.4022,6789.525373,7051.040137,7291.691729,7446.18226,7525.855326,
Comoros,COM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,873.145314,878.9744608,908.3719281,926.2427111,938.1588602,932.8967132,923.234882,911.2171859,908.4307727,853.8546318,871.2490295,800.3647522,843.6137968,844.1646354,777.1288938,782.9677298,751.9239347,761.462178,751.129339,746.0924069,806.4294733,805.1555286,804.2113184,801.7987558,798.0105715,801.3334599,803.113048,790.3674769,774.6849213,770.9947111,769.1742883,770.3227581,774.4709894,782.5169021,779.8398219,769.477378,768.4389602,
Cabo Verde,CPV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,673.8226401,718.3787301,724.5524212,777.6236288,791.3169562,844.2265261,854.5968411,878.4989475,917.6854241,954.0208394,941.8014247,933.0532367,1008.714364,1067.066345,1237.739756,1377.419608,1496.609674,1624.702966,1787.999121,1946.851397,2179.984807,2185.253822,2257.316672,2310.49442,2505.172505,2639.382638,2813.185404,3202.379264,3378.646197,3300.550986,3312.825985,3405.78186,3403.031082,3389.940004,3369.642709,3364.17997,3452.946212,
Costa Rica,CRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2856.531178,2729.157648,2847.147457,2879.023135,2895.997294,3075.45575,3211.324986,3287.6171,3456.889822,3545.303295,3707.096453,3855.179334,4066.170924,4272.768157,4399.81815,4381.214607,4506.727024,4783.026049,4951.759338,5061.103826,4965.547121,4725.058605,4264.323451,4269.952602,4415.670763,4346.525781,4481.825224,4671.188874,4730.448171,4847.596473,4911.554334,4911.511823,5228.495713,5459.06799,5563.022427,5651.680405,5585.138677,5758.275996,6020.761767,6125.903268,6230.479489,6332.836909,6434.392131,6606.156491,6792.109875,6954.039206,7351.860868,7841.925842,8095.309726,7911.7952,8199.414621,8449.962612,8753.225624,8852.401121,9077.414805,9406.756791,9714.099897,
Caribbean small states,CSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,4794.178351,4882.49677,5095.053589,5296.079965,5510.449968,5547.053937,5974.471962,5851.658254,5626.704509,5505.193302,5431.636521,5600.98898,5881.103082,6014.961987,5876.950284,5877.050045,5926.75423,5671.010196,5589.395693,5485.54185,5460.591668,5473.310305,5547.899299,5769.667102,5839.746708,5881.950937,5820.489717,5929.329896,6032.157002,6162.788165,6317.344779,6463.211698,6602.041347,6818.229192,7017.187932,7108.613499,7327.164134,7717.601263,7987.671382,8228.6578,8734.191889,8959.180494,9030.543754,8656.916747,8726.326154,8766.849448,8822.045233,8903.240828,8877.668074,8817.878082,8737.796885,
Cuba,CUB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2249.082583,2399.509563,2472.033799,2514.928001,2501.703622,2703.064484,2818.186697,3034.888483,3209.515298,3222.573487,3048.249291,3630.298942,3937.561083,4133.520809,4438.883602,4480.270013,4447.008183,4297.295314,4409.312176,4394.018907,4225.943975,3745.230527,3289.981998,2784.725497,2790.098674,2844.120537,3051.682842,3121.538767,3112.345295,3291.304494,3473.243494,3572.396058,3613.136357,3741.206408,3949.347798,4385.002484,4908.879332,5261.896726,5475.581071,5550.705973,5676.141403,5824.103628,5985.201531,6133.473727,6182.773703,6444.980113,,
Curacao,CUW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,7618.118754,9236.578358,10746.57195,11539.49139,12584.31728,13164.53487,13273.64598,13907.39773,14563.13774,15634.65778,16199.88765,16608.35265,17589.45345,18908.80065,20122.65312,21156.95134,20768.77571,22124.5271,21747.82876,22559.50146,24030.2363,23965.52557,24234.41822,25192.43326,26114.99869,27317.80369,27998.01692,28619.82646,28974.13482,29895.75294,30565.7818,31415.82316,32236.59055,32651.90559,31223.62178,30818.46396,30138.59351,28775.07467,27130.56836,27045.76793,27738.50325,28448.82236,
Czech Republic,CZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.6576,12393.60008,12318.22051,12313.04032,12666.68851,13462.9868,14047.84332,13979.36297,13946.61807,14160.91238,14806.58347,15294.62929,15577.3922,16143.26364,16930.1897,18011.3867,19193.75482,20151.17812,20520.77996,19424.27306,19808.07109,20118.58781,19929.76407,19826.79194,20343.68375,21381.70308,21894.11265,
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,19624.74976,20202.43374,20970.62643,21903.40351,22089.74897,21980.08789,23167.05926,23996.77291,24740.23653,25755.65781,26064.38931,26162.45463,26083.95215,26563.64494,27408.09981,28108.89301,28738.68261,29096.91018,30057.94148,30988.58946,32337.10102,33742.21922,34130.8524,33583.00604,34289.12475,34782.56863,34965.69089,35560.20929,36258.67443,36955.28961,37998.42531,38577.72563,38512.92004,38218.34965,38673.88811,38969.3217,40456.85738,41831.86709,42365.0975,40086.10476,41785.55691,44125.33141,44259.25991,44354.73689,45022.56535,45412.55681,45845.52654,
Djibouti,DJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.999383,1453.730995,1434.068276,1331.670116,1310.982704,1249.151241,1173.005395,1133.833733,1102.177983,1094.847296,1072.615587,1071.982348,1080.136904,1096.489234,1120.519068,1137.582865,1172.788904,1212.509309,1261.739977,1303.21679,1325.990724,1361.568558,1402.799441,1447.47222,1508.291657,1579.92434,,
Dominica,DMA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2519.283957,2784.348256,2250.098669,2557.698934,2864.460654,2991.024341,3088.915701,3279.964821,3347.811139,3615.097725,3922.085059,4295.047828,4314.674498,4561.639799,4594.813205,4680.428657,4743.064371,4799.965907,4895.094675,5040.161193,5143.641636,5435.264384,5502.699817,5541.346784,5568.042544,5458.360563,5855.398192,6021.139065,5994.701868,6154.642176,6530.488651,6983.303106,6886.596951,6912.435714,6869.734475,6765.235591,6691.064138,6951.032131,6738.661078,6880.625676,
Denmark,DNK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,21075.59952,22263.99853,23343.23405,23307.60992,25265.47696,26211.33679,26714.38425,27411.47329,28328.06847,29953.00938,30541.92613,31241.86663,32284.27457,33403.11631,32874.77597,32302.68822,34130.58966,34660.81236,35322.58788,36599.22937,36378.19382,36146.13259,37505.54068,38505.63876,40130.85564,41720.65741,43708.25469,43763.90411,43736.68079,43992.47843,44569.01112,45073.02521,45803.40009,45655.91862,47928.3658,49122.88193,50262.2255,51685.98052,52640.93952,54013.77798,55850.63643,56108.96272,56190.81452,56256.76761,57608.73489,58792.67138,60892.76661,61174.54515,60504.7753,57229.05164,58041.41122,58575.61892,58487.78637,58788.08179,59437.9339,59967.74282,60670.23721,
Dominican Republic,DOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1276.40457,1205.786403,1365.255758,1407.14262,1454.629662,1233.355801,1356.590172,1359.685893,1322.874535,1424.706858,1636.857039,1764.647684,1895.346713,2083.092127,2150.912693,2205.296784,2295.378317,2351.335799,2344.633639,2393.701719,2525.129636,2573.692875,2559.185647,2619.012889,2594.746913,2485.940936,2520.023627,2718.339685,2721.155482,2784.582231,2581.134244,2555.007492,2769.5832,2913.861686,2926.536525,3032.791301,3193.757645,3392.622698,3572.307922,3752.168611,3902.600082,3911.76008,4074.854964,4003.128522,3995.39547,4301.884966,4692.985227,5030.363644,5120.606513,5099.604812,5451.06696,5547.788809,5630.988595,5825.533484,6193.764783,6552.692513,6909.129544,
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2466.038238,2078.221933,1628.388725,2133.318607,2200.813876,2276.146998,2107.800391,2242.450417,2414.016695,2543.563265,2691.802317,2321.350402,2877.745265,2906.700502,3039.420571,3104.493573,3270.680356,3345.378017,3548.900065,3702.77745,3620.703537,3616.016313,3729.257178,3809.803763,3900.85048,3924.709271,3825.904018,3691.647555,3554.62274,3613.146593,3550.032672,3422.638618,3403.903452,3259.84368,3164.898577,3223.55756,3297.863375,3281.102139,3397.410198,3457.137046,3541.072037,3600.437254,3754.516275,3974.175032,4091.144235,4273.312751,4282.328231,4359.375748,4390.499633,4386.038896,4463.394675,4504.920098,4564.435017,4596.219627,4675.885024,4759.595242,4827.724251,
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,288.9463442,256.7307595,253.0652017,260.9593045,279.8073415,299.9092119,313.7917155,302.8807066,302.9146061,326.3666316,357.9440443,371.1676999,380.5113106,402.575125,410.8230174,428.9299348,435.8149411,462.1518057,496.4483116,523.5769083,554.9440814,578.1389081,602.6432205,636.1387857,685.263542,722.9696684,760.1425563,812.7007095,874.827879,911.3518682,945.3260465,1005.047142,1097.776244,1201.27563,1313.381965,1423.083703,1531.554616,1619.925196,1629.82066,1711.290986,1821.586871,1925.718065,2058.720216,2219.520468,2397.875081,2609.597863,2868.109831,3196.972134,3439.536115,3676.716661,4007.323783,4315.359659,4605.992885,4902.116143,5195.956648,5493.727675,5798.838402,
Early-demographic dividend,EAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1113.597238,1134.026135,1154.20093,1186.767518,1253.653444,1289.665102,1308.620808,1345.329491,1405.082605,1455.223545,1543.874801,1591.921687,1660.948063,1740.897944,1807.616005,1807.603093,1897.635294,1927.367864,1903.206629,1920.094529,1922.975678,1942.016878,1884.242444,1839.332546,1832.910799,1802.981408,1813.187962,1821.883517,1842.774368,1833.965143,1897.102162,1952.585055,1996.521028,2021.496995,2039.631831,2057.050921,2126.999299,2186.657043,2184.39702,2177.588001,2235.725533,2219.097722,2217.628702,2284.927505,2399.955855,2513.681932,2632.176233,2756.099213,2812.140607,2790.929842,2926.483907,3035.164406,3107.216928,3198.405142,3283.050413,3387.549148,3491.833574,
East Asia & Pacific,EAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1279.680638,1350.401651,1415.337676,1489.995314,1610.489358,1676.824672,1780.791217,1886.33033,2033.016734,2210.188075,2199.610953,2253.765364,2365.647544,2492.527952,2451.578003,2490.171371,2553.62716,2645.92553,2753.081749,2869.347332,2929.019587,3016.676446,3085.88659,3152.215812,3284.121438,3435.684033,3525.703525,3659.32189,3876.435922,4023.342086,4182.131477,4304.462348,4393.553207,4494.434361,4629.012131,4807.773619,4994.305335,5109.412057,5049.644605,5149.614265,5350.739649,5444.915973,5593.295559,5785.605836,6037.773976,6295.404727,6596.014281,6975.756867,7169.290438,7216.547217,7674.475705,7974.475325,8289.582411,8624.84974,8919.814856,9227.176143,9538.689435,
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6504.930599,6370.99378,6011.281068,5362.812307,5050.351677,4514.783966,4454.224291,4460.359745,4578.918104,4501.356135,4592.236415,4955.17894,5089.020628,5371.720031,5734.762534,6198.411329,6629.649382,7153.969189,7687.954695,7996.166018,7476.846669,7822.762509,8279.214219,8523.454535,8806.794617,8945.783906,8945.218259,9027.286096,
Europe & Central Asia,ECS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,11454.76759,11791.16826,12253.38747,12885.75054,13086.68366,12929.4535,13449.53803,13741.24696,14086.80997,14515.56745,14624.97733,14603.02659,14654.57701,14851.53923,15157.89964,15484.62246,15816.58277,16198.30433,16772.71452,17262.64788,17571.5707,17579.55554,17401.58326,17193.02711,17338.60277,17678.81776,17965.50998,18468.80168,18901.87744,19425.55115,20239.2523,20653.82814,20975.93682,21311.91092,21938.93212,22475.77613,23288.101,24064.1781,24208.93528,23030.03833,23536.9688,24044.95202,24017.70237,24118.74372,24445.58114,24808.38447,25136.2406,
Ecuador,ECU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2244.446381,2215.091771,2250.613936,2271.3713,2378.825121,2419.57711,2341.967315,2379.595226,2355.276298,2394.658606,2486.442408,2568.336106,2621.737881,2904.709958,3141.765751,3392.08785,3545.577282,3507.296946,3610.640309,3648.753526,3687.394057,3795.97112,3723.862977,3619.347213,3622.792175,3672.847667,3707.107527,3607.547072,3727.854725,3675.454316,3720.936633,3790.508814,3782.188565,3770.346315,3844.784439,3847.507292,3832.76269,3917.655997,3966.173489,3706.649777,3678.902316,3759.894861,3848.266846,3888.341901,4139.080573,4286.515247,4400.859602,4421.902428,4624.196579,4573.247084,4657.302361,4943.422704,5140.262907,5311.212121,5428.714031,5352.876457,5191.09956,
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,631.12839,641.1322044,666.7918739,707.9252921,745.4580245,763.349667,751.4195226,736.6841306,737.6143832,768.5328544,792.3519495,800.9422281,799.1376395,787.2898082,789.299269,840.8611563,942.1856877,1038.84114,1073.293163,1111.044565,1192.58146,1206.798697,1293.095727,1353.347911,1398.345158,1450.995468,1448.914894,1444.592257,1479.863571,1512.97214,1560.083351,1540.943815,1574.84393,1587.73138,1618.584783,1661.331765,1711.465061,1772.210449,1810.169332,1885.743144,1950.606982,1982.111633,1990.992161,2015.897997,2059.377515,2112.48797,2217.39483,2333.467313,2456.731426,2524.432444,2602.479549,2593.596902,2593.226466,2591.059451,2608.375197,2665.351614,2724.396807,
Euro area,EMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10806.8449,11424.10449,12041.7147,12617.14154,13188.43006,13719.83206,14324.00564,14972.63673,15699.36382,16680.13364,17523.3455,18088.67239,18848.30111,19880.06586,20399.40137,20138.39731,21054.88539,21618.52516,22208.43042,22971.55431,23369.22951,23402.08865,23507.71293,23785.99807,24308.52077,24821.99106,25380.59383,25953.28859,26979.91639,27964.74862,28829.73884,29485.03612,29763.34728,29446.57812,30086.74769,30751.49086,31199.99963,31970.91746,32849.88333,33744.16281,34931.39258,35549.68288,35738.22116,35799.40936,36430.46998,36858.71153,37873.13527,38826.87761,38808.63049,36935.37029,37617.72231,38304.46402,37879.7444,37659.72321,38035.06585,38706.21755,39256.26519,
Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.1954289,431.7854578,525.7242168,539.9261479,584.953705,622.2366459,620.9174847,606.3255127,571.6032306,603.1051001,601.0342469,565.7250537,556.0356399,554.4881994,535.9296731,532.2314773,471.1666248,480.608925,482.1490904,514.1795982,,,,,,
Spain,ESP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7359.967789,8155.174542,8884.774809,9652.374306,10064.26481,10578.10915,11229.02619,11573.09776,12176.30756,13130.81842,13542.96371,14002.87285,14977.7799,15966.91633,16680.80807,16590.88241,16958.83044,17261.657,17346.36484,17201.25763,17440.58138,17294.10011,17404.8531,17626.85455,17867.09045,18215.7362,18752.24053,19741.18923,20702.91918,21668.25805,22464.73292,22978.12502,23078.33609,22722.15468,23153.1728,23686.84349,24219.32758,25007.89437,25977.00098,27032.22071,28335.00183,29264.88145,29685.36395,30082.62648,30504.35743,31110.01413,31865.36917,32459.91738,32303.24148,30874.12601,30736.62785,30321.70487,29414.85692,29008.02098,29496.37893,30532.44997,31505.29298,
Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7313.740904,7817.604638,8840.261057,9293.07551,9186.392954,10108.20529,10816.60315,11546.77265,12481.18961,13346.39831,14681.22537,16285.00672,17627.02972,16716.50316,14282.6035,14638.60482,15798.63278,16538.2126,16918.58711,17453.36713,17733.95766,18094.5873,
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,227.7834435,223.5776599,234.7267161,220.9271452,190.1402497,201.9745326,222.7095989,216.6639715,208.7868738,207.2197814,185.7299005,163.6232806,178.6086473,177.9948728,182.7088782,199.0050217,199.1113029,186.6614019,190.6915483,196.5049622,206.7431435,203.9059129,193.8669151,214.0448316,232.7832002,251.0560465,272.391198,293.8533133,311.3677438,341.3099092,369.58442,391.1317953,421.3841357,452.7782361,487.2900106,511.1874265,
European Union,EUU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10055.25675,10527.59847,10960.38829,11422.65791,11953.96888,12376.6412,12810.70478,13285.20254,13865.0056,14573.85241,15331.18788,15805.72346,16445.55489,17344.4472,17631.53144,17402.55279,18117.32671,18550.074,19073.18239,19727.39179,19935.29046,19926.09675,20067.08431,20388.41477,20842.7633,21336.39826,21845.00187,22422.84981,23335.87699,24123.35515,24756.83328,25059.52031,25248.03214,25123.98465,25774.43936,26410.58956,26894.35672,27622.76262,28404.46105,29204.05246,30293.087,30899.76381,31239.44591,31532.29879,32213.82162,32763.09435,33732.72082,34635.83636,34671.21743,33059.63683,33687.58817,34286.97307,34065.60008,34052.63437,34539.59441,35233.65753,35803.60943,
Fragile and conflict affected situations,FCS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.952912,1026.832547,1141.710451,906.2505934,928.6361193,961.4024651,968.2577102,975.1717934,1014.859374,1063.656057,1160.127249,1211.222475,1204.982739,1207.47749,1171.212452,1088.593523,1208.135442,1255.086318,1304.684411,1343.335781,1383.653576,1413.386037,1466.468021,1353.89608,1405.547156,1452.010478,1469.488613,1477.490479,1521.850606,
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12195.32806,13030.45988,13328.08192,13668.94393,14305.21315,15013.66297,15312.41189,15560.01801,15847.10131,17377.44069,18373.79065,18783.12629,20116.00577,21399.00038,21976.2295,22273.79308,22283.2264,22274.20034,22858.81489,24424.29963,25660.58789,25882.20721,26532.20918,27197.71462,27922.28393,28789.48671,29478.42779,30441.13158,31934.10751,33437.88441,33514.92303,31360.95439,30148.43501,29782.54353,30822.60836,31997.00417,33059.09669,35021.58663,36824.84797,38372.22204,40450.37337,41399.94358,41993.68902,42729.02447,44277.8427,45353.26,47011.6576,49239.19396,49363.6972,45065.75349,46202.41516,47171.02206,46277.55628,45715.64682,45239.3688,45151.51216,45983.31333,
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1774.205738,1774.500636,1775.601178,1825.164536,1853.661693,1751.379483,1705.635594,1887.447389,1992.037161,2000.586328,2207.626382,2310.562264,2432.211871,2659.335171,2674.067437,2635.995503,2657.762838,2764.152829,2764.433928,3041.520142,2928.128499,3038.386597,2783.01833,2605.760137,2764.070483,2594.705242,2768.995939,2574.443616,2594.763479,2781.211215,2926.351621,2820.840034,2956.499412,2977.502544,3085.864381,3122.913408,3235.3573,3130.720191,3141.87758,3392.172764,3315.067475,3368.93086,3470.458267,3501.140968,3678.925784,3689.067382,3732.003475,3667.452541,3667.860843,3580.397019,3651.966784,3719.88948,3744.277116,3894.262543,4084.199802,4211.05888,4195.968114,
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12991.26772,13524.44929,14224.48198,14775.05916,15532.63473,16087.92299,16764.23192,17409.96594,18023.81084,19148.50878,20090.77092,20985.1706,21739.88408,22903.3024,23690.60028,23298.34049,24174.747,24907.28419,25811.8026,26641.92948,26962.25878,27132.70289,27677.45059,27876.66365,28144.02342,28437.24978,28934.19341,29499.2573,30706.69107,31852.75001,32596.00519,32908.55797,33269.14691,32922.363,33569.33089,34145.70542,34497.28391,35178.93454,36295.93535,37339.98097,38522.21028,38990.30613,39140.71476,39182.77939,39979.11972,40316.81276,40987.54908,41696.69224,41545.29409,40116.37953,40703.34592,41349.19157,41224.72966,41249.44941,41431.03867,41689.70798,42015.73829,
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47397.90292,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2320.582795,2294.370287,2301.688726,2330.423964,2361.386504,2473.406079,2506.23133,2644.515637,2577.726408,2721.862315,2617.989667,2455.608201,2534.355594,2579.481681,2706.829542,2760.984944,2782.273258,2840.873944,2758.104254,2824.930408,2834.905631,2795.301742,2749.006605,2795.226392,2861.771348,2961.787228,2901.881468,2784.557914,2716.322626,2838.869665,2823.433527,
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4377.37613,4974.123253,5285.538601,5537.400385,5706.433664,6080.715423,6237.168068,6361.73788,6382.472315,6752.365833,7189.076121,7773.606401,8494.087412,9186.712245,12571.25405,14683.42608,19492.79774,16663.53014,12365.37309,12130.67382,12139.64075,12443.70623,11755.28404,12096.5711,12665.80058,12042.4298,11624.38092,9369.450566,10284.5206,10860.20456,11117.07805,11482.93736,10835.09638,10969.78184,11085.19513,11342.20742,11459.45836,11816.53762,11925.78314,10593.23937,10137.55019,10098.60114,9823.251992,9788.879137,9595.85149,9579.356123,9041.673684,9299.463988,8715.456719,8449.939756,8754.113922,9060.661987,9212.291274,9408.006197,9508.148293,9598.303666,9569.454388,
United Kingdom,GBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13827.44964,14075.85942,14142.25529,14592.14466,15227.99427,15552.45814,15783.91884,16061.94575,16620.86985,16891.62203,17934.19142,18481.73121,19211.55651,20422.48907,19906.84234,19613.86382,20189.60565,20689.65702,21557.84974,22344.36838,21865.12808,21688.99634,22132.99825,23059.57022,23547.16468,24479.42543,25185.8304,26465.99501,27925.08124,28568.12654,28691.29287,28291.92196,28321.03453,28967.15505,30014.5814,30674.60555,31373.34119,32556.3167,33480.16601,34442.10709,35576.76685,36341.70975,37077.64835,38132.84109,38813.02169,39740.90292,40418.7473,41050.40593,40536.13486,38545.91582,38893.01849,39150.75602,39455.41214,39996.5019,40908.74586,41536.91912,42039.73636,
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,1785.342487,1898.050954,1996.994634,2067.151951,2145.752232,2381.250348,2414.827007,2458.353416,2594.769328,2798.91413,2983.401183,3142.573296,3336.482449,3563.48866,3798.061571,3938.532762,4112.120839,4159.063632,4300.024857,4494.839048,4675.786657,4255.562256,4274.683538,4467.710299,4135.373095,3524.778752,2761.555056,1509.877269,1059.310421,958.8062159,1010.250679,1152.091557,1297.023189,1350.496688,1400.104016,1436.879497,1516.879883,1610.707253,1812.111762,1943.558701,2158.094533,2391.414647,2722.151531,2821.080743,2753.639266,2964.477034,3220.391348,3469.671701,3633.740883,3851.723415,3973.219348,4083.998158,
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1053.267218,1055.39932,1064.817897,1078.554258,1071.591905,1058.472001,990.2258309,999.5935284,983.318069,1020.490083,1093.715494,1120.743363,1062.027156,1061.514358,1104.238191,944.624033,893.8156201,899.2124742,959.9224148,918.3724277,901.2426062,844.9855537,761.117017,701.5268196,736.4349636,749.2781595,764.8917211,779.1455771,800.8508789,819.1336487,823.5816727,843.3715606,852.0489128,869.0625747,873.8969268,886.4769474,904.3375475,919.6401952,940.0353438,957.9678774,969.2235554,982.9326675,1001.237862,1026.398358,1056.000375,1089.468321,1129.239516,1147.866501,1220.713267,1247.462738,1312.607557,1460.645665,1558.456624,1633.494042,1659.776145,1685.986121,1707.661624,
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,552.322695,554.4671386,571.0437353,571.6986661,569.7193394,554.0465509,539.6185298,534.8370447,527.9840053,529.3748229,535.2201572,549.0827897,558.0285548,569.2277289,573.2234546,583.4247783,602.3959537,598.6162621,600.9804154,606.8744023,609.3306576,635.1685466,646.9687793,622.938229,635.6714852,655.923443,679.556106,690.6669922,699.9640838,707.366223,735.7226674,
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,422.3526859,414.0758356,443.9491431,444.0259467,459.2455782,446.0691317,433.6303351,458.9247253,470.8600411,513.4145324,535.3960698,538.347736,556.2106751,532.572992,547.9745255,547.1285687,523.8487137,559.2665528,556.0236833,528.1602053,525.0305839,512.807006,511.0273637,517.7641452,515.3293187,513.0501214,514.0217488,514.4652901,501.1104875,491.5929106,488.5551398,498.2025207,501.0824067,517.7755441,530.1012143,543.7849954,509.7213952,527.5043871,546.7748029,524.5127687,513.7543553,515.7719503,528.3716025,544.9585644,562.4825159,521.6115299,533.7768431,542.1318688,530.3176599,536.4129199,531.9182089,
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,488.4135093,459.987693,479.2583105,475.1010445,488.580068,520.4649766,542.2334188,501.6927369,566.2920013,574.6933396,477.9530948,555.3182636,566.0215478,533.0578374,566.5189353,575.272558,557.0100853,559.8058018,572.1418512,593.0547102,614.4618831,630.3106637,621.8675994,619.8966011,625.3867891,639.3642538,700.0252252,732.4663824,517.782951,514.1466519,532.267639,533.4980892,517.6199492,509.656955,512.4275343,522.486155,522.5094218,526.841286,530.9306421,535.2809869,546.7216686,576.013039,551.6373772,554.9116085,545.8985196,564.7220843,582.3740058,
Equatorial Guinea,GNQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,645.5444055,645.5271303,613.0792107,594.9204857,558.9695806,594.5119742,554.2074674,557.8070785,555.3213249,532.8513083,507.8957794,486.9846776,635.2497416,682.1641498,768.8668114,871.5886656,1398.892661,3364.352899,4002.270952,4831.072654,5484.300832,8603.955679,9867.562102,10788.02891,14266.92792,15941.64698,16413.54041,18075.17676,20333.94044,19684.69701,17136.44568,17461.55192,18106.33666,16634.76767,16028.24954,14010.94276,12278.12914,
